"","ID","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"2893",664,NA,0,-4,22,95,"a0982000407049995  ",4,6,7
"2895",666,0,1,-17,9,110,"a0982000407050046  ",4,6,7
"2896",667,NA,0,-5,21,91,"a0982000407050060  ",4,6,7
"2898",669,NA,0,-21,5,81,"a0982000407050143  ",4,6,7
"2901",672,NA,0,-6,20,153,"a0982000407050206  ",4,6,7
"2905",676,NA,0,-13,13,107,"a0982000407050224  ",4,6,7
"2909",680,NA,0,-13,13,163,"a0982000407050233  ",4,6,7
"2916",687,NA,0,-13,13,97,"a0982000407050252  ",4,6,7
"2918",689,NA,0,-10,16,83,"a0982000407050263  ",4,6,7
"2924",695,0,1,-7,19,115,"a0982000407050352  ",4,6,7
"2926",697,NA,0,-26,0,155,"a0982000407050583  ",4,6,7
"2927",698,16,1,-10,16,89,"a0982000407050602  ",4,6,7
"2928",699,NA,0,-13,13,139,"a0982000407050625  ",4,6,7
"2929",700,NA,0,-13,13,103,"a0982000407050629  ",4,6,7
"2930",701,NA,0,-15,11,146,"a0982000407050647  ",4,6,7
"2931",702,NA,0,-10,16,149,"a0982000407050670  ",4,6,7
"2932",703,NA,0,-17,9,136,"a0982000407050672  ",4,6,7
"2934",705,NA,0,-9,17,143,"a0982000407050674  ",4,6,7
"2935",706,-2,1,-9,17,147,"a0982000407050678  ",4,6,7
"2939",710,NA,0,-3,23,135,"a0982000407050902  ",4,6,7
"2941",712,NA,0,-21,5,98,"a0982000407050918  ",4,6,7
"2946",717,NA,0,-7,19,130,"a0982000407063285  ",4,6,7
"2947",718,NA,0,-7,19,140,"a0982000407063298  ",4,6,7
"2948",719,NA,0,-2,24,141,"a0982000407063306  ",4,6,7
"2960",731,NA,0,-16,10,200,"a0982000407063404  ",4,6,7
"2963",734,NA,0,-22,4,83,"a0982000407063479  ",4,6,7
"2965",736,NA,0,-15,11,144,"a0982000407069461  ",4,6,7
"2966",737,NA,0,-15,11,136,"a0982000407069465  ",4,6,7
"2967",738,NA,0,-9,17,135,"a0982000407069540  ",4,6,7
"2968",739,NA,0,-24,2,141,"a0982000407069587  ",4,6,7
"2970",741,NA,0,-22,4,87,"a0982000407069610  ",4,6,7
"2971",742,NA,0,-15,11,129,"a0982000407069631  ",4,6,7
"3095",123,2,1,-17,9,132,"a0900067000076713  ",5,7,8
"3101",129,-3,1,-26,0,153,"a0900067000076786  ",5,7,8
"3114",142,NA,0,-7,19,235,"a0900067000077311  ",5,7,8
"3117",145,NA,0,-9,17,165,"a0900067000077337  ",5,7,8
"3119",147,NA,0,-7,19,148,"a0900067000077387  ",5,7,8
"3121",149,NA,0,-4,22,145,"a0900067000077415  ",5,7,8
"3133",161,NA,0,-6,20,130,"a0900067000080081  ",5,7,8
"3135",163,NA,0,-3,23,141,"a0900067000080093  ",5,7,8
"3137",165,NA,0,-5,21,119,"a0900067000080095  ",5,7,8
"3153",181,0,1,-7,19,137,"a0900067000080337  ",5,7,8
"3157",185,NA,0,-24,2,143,"a0900067000080413  ",5,7,8
"3173",201,NA,0,-15,11,117,"a0900067000080807  ",5,7,8
"3179",207,NA,0,-7,19,216,"a0900067000084905  ",5,7,8
"3216",244,NA,0,-9,17,73,"a0900067000121886  ",5,7,8
"3217",245,NA,0,-8,18,62,"a0900067000121892  ",5,7,8
"3218",246,11,1,-9,17,135,"a0900067000121894  ",5,7,8
"3219",247,1,1,-8,18,62,"a0900067000121906  ",5,7,8
"3220",248,NA,0,-8,18,74,"a0900067000121911  ",5,7,8
"3221",249,NA,0,-14,12,76,"a0900067000121937  ",5,7,8
"3222",250,NA,0,-15,11,75,"a0900067000121943  ",5,7,8
"3223",251,0,1,-9,17,72,"a0900067000121944  ",5,7,8
"3224",252,1,1,-8,18,74,"a0900067000121961  ",5,7,8
"3225",253,1,1,-8,18,66,"a0900067000121975  ",5,7,8
"3226",254,5,1,-19,7,108,"a0900067000121981  ",5,7,8
"3227",255,NA,0,-22,4,72,"a0900067000121986  ",5,7,8
"3228",256,1,1,-19,7,80,"a0900067000121994  ",5,7,8
"3229",257,0,1,-23,3,83,"a0900067000121996  ",5,7,8
"3231",259,-2,1,-19,7,63,"a0900067000122000  ",5,7,8
"3232",260,NA,0,-20,6,66,"a0900067000122004  ",5,7,8
"3234",262,NA,0,-17,9,61,"a0900067000122011  ",5,7,8
"3235",263,NA,0,-21,5,73,"a0900067000122013  ",5,7,8
"3236",264,2,1,-22,4,72,"a0900067000122016  ",5,7,8
"3237",265,NA,0,-21,5,71,"a0900067000122019  ",5,7,8
"3238",266,NA,0,-19,7,61,"a0900067000122021  ",5,7,8
"3239",267,NA,0,-17,9,67,"a0900067000122026  ",5,7,8
"3240",268,NA,0,-22,4,70,"a0900067000122028  ",5,7,8
"3241",269,NA,0,-22,4,62,"a0900067000122031  ",5,7,8
"3242",270,-1,1,-17,9,76,"a0900067000122032  ",5,7,8
"3243",271,NA,0,-19,7,63,"a0900067000122035  ",5,7,8
"3244",272,NA,0,-17,9,70,"a0900067000122040  ",5,7,8
"3245",273,NA,0,-22,4,65,"a0900067000122056  ",5,7,8
"3246",274,NA,0,-22,4,70,"a0900067000122058  ",5,7,8
"3247",275,NA,0,-17,9,62,"a0900067000122061  ",5,7,8
"3248",276,NA,0,-19,7,63,"a0900067000122068  ",5,7,8
"3249",277,0,1,-18,8,63,"a0900067000122078  ",5,7,8
"3324",352,NA,0,-13,13,63,"a0900067000122384  ",5,7,8
"3326",354,0,1,-5,21,77,"a0900067000122392  ",5,7,8
"3328",356,NA,0,-4,22,142,"a0900067000122393  ",5,7,8
"3329",357,NA,0,-7,19,75,"a0900067000122396  ",5,7,8
"3330",358,NA,0,-4,22,84,"a0900067000122397  ",5,7,8
"3331",359,NA,0,-4,22,154,"a0900067000122399  ",5,7,8
"3332",360,NA,0,-14,12,79,"a0900067000122401  ",5,7,8
"3334",362,0,1,-7,19,78,"a0900067000122403  ",5,7,8
"3335",363,0,1,-7,19,113,"a0900067000122405  ",5,7,8
"3336",364,NA,0,-4,22,84,"a0900067000122406  ",5,7,8
"3337",365,NA,0,-7,19,69,"a0900067000122416  ",5,7,8
"3338",366,-1,1,-16,10,61,"a0900067000122418  ",5,7,8
"3339",367,NA,0,-6,20,80,"a0900067000122427  ",5,7,8
"3340",368,NA,0,-5,21,86,"a0900067000122428  ",5,7,8
"3341",369,NA,0,-7,19,84,"a0900067000122431  ",5,7,8
"3342",370,NA,0,-14,12,65,"a0900067000122432  ",5,7,8
"3343",371,NA,0,-6,20,75,"a0900067000122437  ",5,7,8
"3344",372,NA,0,-7,19,118,"a0900067000122440  ",5,7,8
"3345",373,NA,0,-14,12,80,"a0900067000122447  ",5,7,8
"3346",374,0,1,-7,19,73,"a0900067000122452  ",5,7,8
"3347",375,NA,0,-5,21,63,"a0900067000122456  ",5,7,8
"3348",376,NA,0,-4,22,81,"a0900067000122458  ",5,7,8
