"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"3423",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3426",NA,NA,NA,16993,NA,NA,17182,17237,NA,NA,NA,NA,NA,NA
"3427",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3428",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3429",NA,NA,NA,16993,NA,17123,NA,NA,NA,NA,NA,NA,NA,NA
"3430",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3431",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3432",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3433",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3434",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3435",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3436",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3437",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"3439",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445",NA,NA,NA,16993,NA,NA,17182,NA,NA,NA,NA,NA,NA,NA
"3446",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3447",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460",NA,NA,NA,16993,17062,17123,NA,NA,NA,NA,NA,NA,NA,NA
"3461",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3472",NA,16883,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473",NA,16883,NA,NA,NA,NA,17179,17239,NA,NA,NA,17484,NA,17604
"3474",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3476",NA,16883,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477",NA,16883,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481",NA,16883,NA,NA,17063,17118,NA,NA,NA,NA,NA,NA,NA,NA
"3482",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483",NA,16883,16948,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3484",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3485",NA,16883,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3486",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3488",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489",NA,16883,NA,NA,17067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",NA,16883,NA,NA,NA,17119,17179,NA,NA,NA,NA,NA,NA,NA
"3491",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",NA,16883,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3497",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3500",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3502",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3504",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3506",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3507",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3508",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3510",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3511",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3512",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3513",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3514",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3515",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3516",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3517",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518",NA,NA,16945,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3521",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3522",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3523",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3524",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3525",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3526",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3527",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3528",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3529",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17480,NA,NA
"3530",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3531",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"3532",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3533",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3534",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3535",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3536",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3537",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3538",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3539",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3540",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3541",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3542",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3543",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3544",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3545",NA,NA,NA,NA,17062,17118,NA,NA,NA,NA,NA,NA,NA,NA
"3546",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3547",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3548",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3549",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3550",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3551",NA,NA,16945,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3552",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3553",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3554",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3555",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3556",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3557",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3558",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3559",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3560",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3561",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,NA,NA,NA,NA
"3562",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3563",NA,NA,NA,16994,NA,NA,NA,NA,NA,17356,NA,NA,NA,NA
"3564",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3565",NA,NA,NA,NA,NA,17119,NA,NA,NA,NA,NA,NA,NA,NA
"3566",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3567",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3568",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3569",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3570",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3571",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3572",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3573",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3574",NA,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3575",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3576",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3577",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3578",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3579",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3580",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3581",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3582",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3583",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3584",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3585",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3586",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3587",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3588",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3589",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3590",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3591",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3592",NA,16884,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3593",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3594",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3595",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3596",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3597",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3598",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3599",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3600",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601",NA,16884,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3602",NA,16884,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3603",NA,16884,NA,NA,17062,NA,NA,NA,NA,NA,17426,NA,NA,NA
"3604",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3605",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3606",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3607",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3608",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3609",NA,16884,NA,NA,NA,NA,17182,17237,NA,NA,NA,NA,NA,NA
"3610",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3612",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3614",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3615",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3617",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3618",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3619",NA,16884,16946,NA,NA,NA,NA,NA,NA,17356,17426,NA,NA,NA
"3620",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621",NA,16884,16946,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3622",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3623",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3624",NA,16884,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3625",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3626",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3627",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3629",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3630",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3631",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3632",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3633",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3634",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3635",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3636",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3638",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3639",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3640",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3641",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3642",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3643",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3645",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3646",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3647",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3649",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3650",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3651",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3652",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3653",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3654",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3655",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3656",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3657",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3658",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3659",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3660",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3661",NA,NA,NA,16994,NA,17118,NA,17237,NA,NA,NA,NA,NA,NA
"3662",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3663",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3664",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3665",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3666",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3667",NA,NA,NA,16993,17062,17118,NA,17237,NA,NA,NA,NA,NA,NA
"3668",NA,NA,NA,NA,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"3669",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3670",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3671",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3672",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3673",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3674",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3675",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3676",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3677",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3678",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3681",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3682",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3683",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684",NA,NA,NA,16994,NA,17118,NA,NA,NA,NA,NA,NA,NA,NA
"3685",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3686",NA,NA,NA,16994,NA,17118,NA,17237,NA,NA,NA,NA,17552,NA
"3687",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3691",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"3692",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3693",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3694",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3697",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3698",NA,NA,NA,16993,NA,NA,NA,NA,NA,17356,NA,NA,NA,NA
"3699",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3700",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3701",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3702",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706",NA,NA,NA,16994,NA,17118,NA,NA,NA,17357,NA,NA,NA,NA
"3707",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,17480,17550,NA
"3712",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3720",NA,NA,NA,16994,NA,NA,NA,NA,NA,17356,NA,NA,NA,NA
"3721",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722",NA,NA,NA,16994,17062,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3723",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3724",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3725",NA,NA,NA,16996,17067,17119,17179,NA,NA,NA,NA,NA,NA,NA
