"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"3120",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"3121",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,17426,NA,NA,NA
"3122",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"3123",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3124",NA,NA,NA,NA,NA,NA,17178,17237,NA,17356,NA,NA,NA,NA
"3125",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"3126",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"3127",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"3128",NA,NA,NA,NA,NA,NA,17178,NA,NA,NA,NA,NA,NA,NA
"3129",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3130",NA,NA,NA,NA,NA,NA,17178,17237,NA,17356,NA,NA,NA,NA
"3131",NA,NA,NA,NA,NA,NA,17178,NA,NA,17356,17426,17480,17550,NA
"3132",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3133",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3134",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3135",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3136",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3137",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17482,NA,17603
"3138",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3139",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,NA,NA,NA,NA
"3140",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,NA,17482,NA,NA
"3141",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,17424,NA,NA,NA
"3142",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3143",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3144",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3145",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3146",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3147",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,17424,NA,NA,17605
"3148",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3149",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,17424,NA,NA,NA
"3150",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,NA,NA,17552,NA
"3151",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3152",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17482,17552,NA
"3153",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3154",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3155",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3156",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3157",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3158",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3159",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,17426,17480,17550,NA
"3160",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,17552,NA
"3161",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3162",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,17426,NA,NA,17605
"3163",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,NA,17482,NA,17605
"3164",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3165",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3166",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3167",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3168",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3169",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17482,NA,NA
"3170",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3171",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,17552,NA
"3172",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3173",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3174",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,17550,17604
"3175",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3176",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3177",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3178",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3179",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17482,17552,NA
"3180",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3181",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17482,NA,NA
"3182",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3183",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3184",NA,NA,NA,NA,NA,NA,NA,17237,NA,17356,NA,NA,NA,17605
"3185",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,17482,NA,17605
"3186",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3187",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,17605
"3188",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3189",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3190",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3191",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,17552,NA
"3192",NA,NA,NA,NA,NA,NA,NA,17237,NA,17357,NA,NA,NA,NA
"3193",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,17552,17605
"3194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"3195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,17603
"3196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"3197",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3198",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3199",NA,NA,NA,16996,NA,NA,NA,NA,17306,NA,NA,NA,NA,NA
"3200",NA,16883,16945,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3202",NA,16884,16946,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3203",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3204",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3205",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3206",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3208",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3209",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3210",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3211",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3212",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3213",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3214",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3215",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3216",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3217",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3218",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3219",NA,16884,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3220",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3221",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3222",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3223",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3224",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3225",NA,NA,NA,NA,NA,NA,NA,NA,NA,17356,17424,NA,NA,NA
"3226",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3227",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3228",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3229",16814,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3230",NA,16884,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3231",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3232",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3233",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3234",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3235",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3236",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3237",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3238",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3239",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3240",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3241",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3242",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3243",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3244",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3245",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3246",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3247",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3248",NA,NA,NA,NA,NA,17123,NA,NA,NA,NA,NA,NA,NA,NA
"3249",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3250",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3251",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3252",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3253",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3254",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3255",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3256",NA,NA,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3257",16821,16883,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3258",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3259",NA,NA,NA,NA,NA,17118,17178,17237,NA,NA,NA,17480,NA,NA
"3260",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3261",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3262",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3263",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3265",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3266",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3268",16818,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,NA,NA
"3269",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3270",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3271",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3272",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3273",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3274",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3275",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3276",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3277",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3278",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3280",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3282",NA,NA,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3283",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3284",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3285",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3286",NA,NA,16945,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3287",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3288",NA,16884,NA,16993,17067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3289",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3290",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3291",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3292",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3293",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482,NA,NA
"3295",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3296",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3299",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3301",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3303",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3304",NA,NA,16945,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3305",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3308",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,17424,NA,NA,NA
"3309",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3312",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3317",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3319",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3322",NA,16884,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3323",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3324",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327",NA,16884,16946,NA,NA,NA,17182,NA,NA,NA,NA,NA,NA,NA
"3328",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337",NA,NA,16946,NA,NA,17123,NA,NA,NA,NA,NA,NA,NA,NA
"3338",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339",NA,NA,NA,NA,NA,NA,NA,17237,NA,NA,NA,NA,17552,NA
"3340",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341",NA,NA,NA,NA,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3342",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344",16814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345",NA,16884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3353",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354",NA,NA,16948,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356",16821,NA,NA,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362",NA,NA,16948,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365",NA,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372",NA,NA,16948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377",NA,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381",NA,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3383",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384",16818,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386",16821,NA,16946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387",16818,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388",16818,NA,NA,16994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393",NA,NA,16946,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395",NA,NA,16945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3396",NA,NA,NA,NA,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3398",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399",16818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3401",NA,NA,16946,16996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403",16821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3404",NA,16880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17426,NA,NA,NA
"3406",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3407",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3408",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3409",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3410",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3411",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3412",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3413",NA,NA,NA,NA,NA,NA,NA,NA,17305,NA,NA,NA,NA,NA
"3414",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,17482,17552,NA
"3415",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3416",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3417",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3420",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3421",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3422",NA,NA,NA,16993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
