"","Y","Yrecap","DL","UL","IND_ID","Period","St_occ","End_occ"
"3166",NA,0,-23,14,254,5,7,8
"3170",2,1,-13,24,258,5,7,8
"3171",NA,0,-26,11,259,5,7,8
"3172",NA,0,-26,11,260,5,7,8
"3176",-4,1,-33,4,264,5,7,8
"3178",NA,0,-7,30,266,5,7,8
"3183",0,1,-37,0,271,5,7,8
"3184",0,1,-29,8,272,5,7,8
"3189",0,1,-27,10,277,5,7,8
"3193",NA,0,-20,17,281,5,7,8
"3197",NA,0,-34,3,285,5,7,8
"3201",5,1,-23,14,289,5,7,8
"3203",NA,0,-28,9,291,5,7,8
"3204",NA,0,-15,22,292,5,7,8
"3207",0,1,-37,0,295,5,7,8
"3210",0,1,-19,18,298,5,7,8
"3211",-1,1,-28,9,299,5,7,8
"3215",NA,0,-31,6,303,5,7,8
"3258",0,1,-33,4,346,5,7,8
"3260",3,1,-31,6,348,5,7,8
"3261",NA,0,-31,6,349,5,7,8
"3262",NA,0,-33,4,350,5,7,8
"3263",-2,1,-33,4,351,5,7,8
"3264",NA,0,-31,6,352,5,7,8
"3265",0,1,-29,8,353,5,7,8
"3266",NA,0,-32,5,354,5,7,8
"3267",NA,0,-29,8,355,5,7,8
"3268",NA,0,-32,5,356,5,7,8
"3269",NA,0,-33,4,357,5,7,8
"3270",NA,0,-33,4,358,5,7,8
"3271",NA,0,-30,7,359,5,7,8
"3272",NA,0,-26,11,360,5,7,8
"3273",0,1,-31,6,361,5,7,8
"3274",NA,0,-28,9,362,5,7,8
"3275",0,1,-34,3,363,5,7,8
"3276",NA,0,-31,6,364,5,7,8
"3277",NA,0,-30,7,365,5,7,8
"3278",-1,1,-30,7,366,5,7,8
"3279",0,1,-29,8,367,5,7,8
"3280",NA,0,-29,8,368,5,7,8
"3281",NA,0,-34,3,369,5,7,8
"3282",1,1,-29,8,370,5,7,8
"3283",0,1,-34,3,371,5,7,8
"3284",1,1,-34,3,372,5,7,8
"3285",0,1,-29,8,373,5,7,8
"3286",NA,0,-29,8,374,5,7,8
"3287",NA,0,-30,7,375,5,7,8
"3288",-1,1,-32,5,376,5,7,8
"3289",NA,0,-31,6,377,5,7,8
"3290",NA,0,-32,5,378,5,7,8
"3291",NA,0,-29,8,379,5,7,8
"3292",NA,0,-29,8,380,5,7,8
"3293",NA,0,-29,8,381,5,7,8
"3294",NA,0,-34,3,382,5,7,8
"3295",NA,0,-34,3,383,5,7,8
"3296",NA,0,-31,6,384,5,7,8
"3297",NA,0,-30,7,385,5,7,8
"3298",0,1,-26,11,386,5,7,8
"3299",NA,0,-31,6,387,5,7,8
"3300",NA,0,-26,11,388,5,7,8
"3301",NA,0,-31,6,389,5,7,8
"3302",-1,1,-30,7,390,5,7,8
"3303",NA,0,-34,3,391,5,7,8
"3304",NA,0,-33,4,392,5,7,8
"3305",NA,0,-31,6,393,5,7,8
"3306",0,1,-29,8,394,5,7,8
"3477",NA,0,-31,6,565,5,7,8
"3478",NA,0,-28,9,566,5,7,8
"3479",0,1,-22,15,567,5,7,8
"3481",NA,0,-31,6,569,5,7,8
"3483",0,1,-26,11,571,5,7,8
"3487",NA,0,-29,8,575,5,7,8
"3499",NA,0,-32,5,587,5,7,8
"3501",0,1,-13,24,589,5,7,8
"3503",NA,0,-11,26,591,5,7,8
"3515",NA,0,-22,15,603,5,7,8
"3520",NA,0,-29,8,608,5,7,8
"3523",1,1,-26,11,611,5,7,8
"3528",NA,0,-30,7,616,5,7,8
"3542",NA,0,-29,8,630,5,7,8
"3545",NA,0,-30,7,633,5,7,8
"3548",NA,0,-26,11,636,5,7,8
"3551",NA,0,-26,11,639,5,7,8
"3552",NA,0,-29,8,640,5,7,8
"3553",NA,0,-22,15,641,5,7,8
"3554",1,1,-29,8,642,5,7,8
"3558",0,1,-29,8,646,5,7,8
"3566",-2,1,-34,3,654,5,7,8
"3569",-1,1,-5,32,657,5,7,8
"3570",NA,0,-20,17,658,5,7,8
"3571",0,1,-11,26,659,5,7,8
"3572",0,1,-11,26,660,5,7,8
"3573",6,1,-5,32,661,5,7,8
"3574",5,1,-4,33,662,5,7,8
"3575",NA,0,-4,33,663,5,7,8
"3576",0,1,-11,26,664,5,7,8
"3577",NA,0,-9,28,665,5,7,8
"3578",NA,0,-12,25,666,5,7,8
"3579",-1,1,-17,20,667,5,7,8
"3580",NA,0,-4,33,668,5,7,8
"3581",NA,0,-6,31,669,5,7,8
"3582",-2,1,-6,31,670,5,7,8
"3583",0,1,-11,26,671,5,7,8
"3584",NA,0,-11,26,672,5,7,8
"3585",NA,0,-4,33,673,5,7,8
"3586",NA,0,-5,32,674,5,7,8
"3588",-1,1,-20,17,676,5,7,8
"3589",7,1,-22,15,677,5,7,8
"3590",NA,0,-16,21,678,5,7,8
"3591",NA,0,-13,24,679,5,7,8
"3592",NA,0,-20,17,680,5,7,8
"3593",0,1,-16,21,681,5,7,8
"3594",0,1,-13,24,682,5,7,8
"3595",NA,0,-22,15,683,5,7,8
"3596",NA,0,-20,17,684,5,7,8
"3597",NA,0,-21,16,685,5,7,8
"3598",0,1,-20,17,686,5,7,8
"3599",NA,0,-20,17,687,5,7,8
"3600",NA,0,-13,24,688,5,7,8
"3601",6,1,-23,14,689,5,7,8
"3602",-2,1,-20,17,690,5,7,8
"3603",NA,0,-20,17,691,5,7,8
"3604",NA,0,-25,12,692,5,7,8
"3605",0,1,-13,24,693,5,7,8
"3606",0,1,-14,23,694,5,7,8
"3607",NA,0,-20,17,695,5,7,8
"3608",NA,0,-23,14,696,5,7,8
"3609",NA,0,-24,13,697,5,7,8
"3610",NA,0,-13,24,698,5,7,8
"3611",-3,1,-16,21,699,5,7,8
"3612",NA,0,-20,17,700,5,7,8
"3613",1,1,-25,12,701,5,7,8
"3614",0,1,-20,17,702,5,7,8
"3615",NA,0,-24,13,703,5,7,8
"3616",NA,0,-24,13,704,5,7,8
"3617",0,1,-22,15,705,5,7,8
"3618",0,1,-13,24,706,5,7,8
"3619",NA,0,-25,12,707,5,7,8
"3620",NA,0,-32,5,708,5,7,8
"3621",NA,0,-34,3,709,5,7,8
"3625",NA,0,-35,2,713,5,7,8
"3627",5,1,-4,33,715,5,7,8
"3630",NA,0,-12,25,718,5,7,8
"3633",NA,0,-32,5,721,5,7,8
"3638",NA,0,-5,32,726,5,7,8
"3849",NA,0,-20,17,209,6,8,9
"3851",NA,0,-22,15,211,6,8,9
"3853",NA,0,-22,15,213,6,8,9
"3857",NA,0,-23,14,217,6,8,9
"3866",0,1,-29,8,226,6,8,9
"3873",NA,0,-19,18,233,6,8,9
"3874",NA,0,-23,14,234,6,8,9
"3877",NA,0,-15,22,237,6,8,9
"3888",NA,0,-28,9,248,6,8,9
"3891",NA,0,-11,26,251,6,8,9
"3896",NA,0,-25,12,256,6,8,9
"3898",0,1,-15,22,258,6,8,9
"3904",0,1,-29,8,264,6,8,9
"3911",0,1,-37,0,271,6,8,9
"3912",NA,0,-29,8,272,6,8,9
"3916",-4,1,-27,10,276,6,8,9
"3917",NA,0,-27,10,277,6,8,9
"3927",NA,0,-23,14,287,6,8,9
"3929",NA,0,-28,9,289,6,8,9
"3935",NA,0,-37,0,295,6,8,9
"3938",0,1,-19,18,298,6,8,9
"3939",NA,0,-27,10,299,6,8,9
"3940",NA,0,-25,12,300,6,8,9
"3947",NA,0,-22,15,307,6,8,9
"3950",5,1,-29,8,310,6,8,9
"3951",-2,1,-16,21,311,6,8,9
"3952",NA,0,-13,24,312,6,8,9
"3953",NA,0,-26,11,313,6,8,9
"3954",NA,0,-4,33,314,6,8,9
"3955",0,1,-22,15,315,6,8,9
"3956",NA,0,-5,32,316,6,8,9
"3957",NA,0,-5,32,317,6,8,9
"3958",NA,0,-11,26,318,6,8,9
"3959",NA,0,-26,11,319,6,8,9
"3960",NA,0,-25,12,320,6,8,9
"3961",0,1,-20,17,321,6,8,9
"3962",NA,0,-25,12,322,6,8,9
"3963",NA,0,-11,26,323,6,8,9
"3964",NA,0,-20,17,324,6,8,9
"3965",1,1,-4,33,325,6,8,9
"3966",NA,0,-11,26,326,6,8,9
"3967",NA,0,-28,9,327,6,8,9
"3968",NA,0,-10,27,328,6,8,9
"3969",NA,0,-11,26,329,6,8,9
"3970",NA,0,-22,15,330,6,8,9
"3971",NA,0,-9,28,331,6,8,9
"3972",NA,0,-10,27,332,6,8,9
"3973",NA,0,-11,26,333,6,8,9
"3974",NA,0,-11,26,334,6,8,9
"3975",NA,0,-30,7,335,6,8,9
"3976",NA,0,-33,4,336,6,8,9
"3977",NA,0,-30,7,337,6,8,9
"3978",NA,0,-34,3,338,6,8,9
"3979",NA,0,-29,8,339,6,8,9
"3980",NA,0,-31,6,340,6,8,9
"3981",NA,0,-30,7,341,6,8,9
"3982",NA,0,-31,6,342,6,8,9
"3983",NA,0,-34,3,343,6,8,9
"3984",NA,0,-29,8,344,6,8,9
"3985",NA,0,-30,7,345,6,8,9
"3986",0,1,-33,4,346,6,8,9
"3987",NA,0,-30,7,347,6,8,9
"3988",0,1,-34,3,348,6,8,9
"3991",NA,0,-31,6,351,6,8,9
"3993",NA,0,-29,8,353,6,8,9
"4001",NA,0,-31,6,361,6,8,9
"4003",NA,0,-34,3,363,6,8,9
