"","mean","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"loglik[5807]",-4.70914974,-4.70784,-4.734886,-4.69212375,1.02817116225707,76,0,1
"loglik[5810]",-3.80945834,-3.80852,-3.94142625,-3.67967075,1.02462102984847,90,0,1
"loglik[5811]",-7.23683124,-7.228115,-7.5217355,-7.01025225,1.05447920592785,43,0,1
"loglik[5814]",-5.44737792,-5.444845,-5.49908825,-5.41085175,1.05706418161059,43,0,1
"loglik[5825]",-4.32264277333333,-4.322815,-4.457052,-4.180078,1.04655358308202,48,0,1
"loglik[5830]",-3.65329359333333,-3.651765,-3.793399,-3.5152475,1.01960949299625,110,0,1
"loglik[5833]",-4.08596743333333,-4.08608,-4.19220675,-3.9696815,1.05548986520983,41,0,1
"loglik[5834]",-3.71229464,-3.71135,-3.84425625,-3.5825055,1.02461962606474,90,0,1
"loglik[5838]",-3.88929743333333,-3.890145,-3.9984965,-3.7748765,1.04390206889652,51,0,1
"loglik[5842]",-3.75162869333333,-3.75174,-3.8778535,-3.62647875,1.0284942071894,78,0,1
"loglik[5852]",-8.99732382,-8.98151,-9.546926,-8.54898275,1.05201709532376,45,0,1
"loglik[5854]",-17.1460278666667,-17.1016,-19.5340275,-15.060685,1.01330024433355,200,0,1
"loglik[5857]",-3.90896446,-3.909895,-4.017023,-3.7948925,1.04599495478252,49,0,1
"loglik[5859]",-4.73591069333333,-4.735025,-4.76723925,-4.708879,1.04751895653007,47,0,1
"loglik[5866]",-3.96796546666667,-3.968865,-4.07269725,-3.85575925,1.0513332289715,44,0,1
"loglik[5869]",-3.88812636,-3.888795,-4.0098945,-3.76862375,1.03273010618275,68,0,1
"loglik[5875]",-4.06697172666667,-4.066385,-4.168915,-3.953213,1.05461643957347,42,0,1
"loglik[5876]",-6.08648999333333,-6.08395,-6.20792575,-5.99361525,1.05756248581633,41,0,1
"loglik[5878]",-4.00710312,-4.007635,-4.113089,-3.89322075,1.04795579561811,47,0,1
"loglik[5880]",-4.8187049,-4.81769,-4.86997375,-4.76844375,1.05206026920713,43,0,1
"loglik[5883]",-4.12510505333333,-4.125765,-4.22729925,-4.01057425,1.05517459631393,41,0,1
"loglik[5884]",-4.75262799333333,-4.75184,-4.78803975,-4.72086375,1.04813605094167,46,0,1
"loglik[5888]",-3.82912548,-3.828595,-3.95777675,-3.70209225,1.0265064463746,84,0,1
"loglik[5890]",-4.7090308,-4.707595,-4.73530725,-4.69197425,1.02604056071183,82,0,1
"loglik[5894]",-4.79417274666667,-4.793205,-4.837911,-4.75210225,1.05370962748738,42,0,1
"loglik[5895]",-4.81825332666667,-4.81744,-4.86776025,-4.7691495,1.05281378414326,42,0,1
"loglik[5898]",-4.79417274666667,-4.793205,-4.837911,-4.75210225,1.05370962748738,42,0,1
"loglik[5904]",-4.69278787333333,-4.69067,-4.7088155,-4.68888,1.0468219748784,140,0,1
"loglik[5906]",-4.70573142,-4.70407,-4.73051675,-4.69051375,1.02359197063637,91,0,1
