"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma[1]","sigma[2]","phi"
"315",-4.94898,0.255253,0.261332,0.412261,-0.91524,7.61002,933.806,0.26835
"316",-4.86848,0.251536,0.323397,0.387615,-0.77041,6.97829,77.6222,0.238478
"317",-5.12903,0.426564,0.28239,0.436891,-0.542513,7.49217,1283.51,0.25743
"318",-4.89755,0.270031,0.25337,0.410767,-1.06016,7.48686,225.808,0.261386
"319",-5.18635,0.25499,0.318712,0.478565,-0.465727,7.26339,779.348,0.28098
"320",-4.86977,0.206191,0.176447,0.442642,-1.02407,7.44782,409.266,0.263819
"321",-4.74062,0.0840773,0.311006,0.395656,-1.10837,7.27442,130.33,0.270739
"322",-4.67056,0.179353,0.160735,0.495138,-1.13639,7.61968,352.529,0.265093
"323",-5.11786,0.275705,0.273806,0.440147,-0.724788,7.21365,396.52,0.256124
"324",-4.59643,0.0372563,0.389686,0.312536,-1.29082,7.40065,145.424,0.267159
"325",-5.101,0.422182,0.228157,0.280628,-0.72729,7.52349,185.072,0.284259
"326",-4.8833,0.0825236,0.394815,0.361923,-0.8286,7.18278,112.86,0.265081
"327",-5.16813,0.159299,0.245111,0.451639,-0.488526,7.84853,361.135,0.285836
"328",-4.60295,0.27678,0.29563,0.515808,-1.03769,7.49307,86.3561,0.245354
"329",-4.74367,0.351914,0.269726,0.47179,-0.912137,7.37139,74.7641,0.236351
"330",-4.96764,0.29281,0.161585,0.409137,-0.66125,7.37826,106.388,0.27725
"331",-4.9663,0.11077,0.276505,0.359951,-0.71905,7.47837,99.6184,0.253862
"332",-5.0696,0.256423,0.260991,0.446756,-0.761325,7.48908,105.224,0.27605
"333",-4.64092,0.287833,0.361648,0.38059,-1.29712,7.71363,39060.2,0.26601
"334",-4.65003,0.159043,0.146405,0.565134,-1.20887,7.57441,233.987,0.267373
"335",-4.7216,0.170653,0.318061,0.4976,-1.02155,7.40213,123.672,0.277111
"336",-5.31948,0.460353,0.417683,0.426297,-0.484297,7.66243,179.778,0.27169
"337",-5.01746,0.314526,0.34904,0.346393,-0.647744,7.83558,12665.1,0.259718
"338",-5.12899,0.250378,0.36986,0.305604,-0.760249,7.22264,259.689,0.263173
"339",-4.89497,0.141968,0.398506,0.426568,-0.88322,7.27042,273.106,0.254741
"340",-4.99152,0.3468,0.411994,0.29925,-0.840186,7.25659,66.0413,0.272722
"341",-4.87523,0.34939,0.410316,0.334176,-0.885987,7.69683,199.19,0.248553
"342",-4.77801,0.340711,0.340125,0.491458,-0.993766,7.49939,82.0637,0.260575
"343",-5.06726,0.20472,0.440055,0.357252,-0.742484,7.36002,48.4813,0.268657
"344",-4.99838,0.184273,0.314892,0.410146,-0.725958,7.62664,1162.46,0.275848
"345",-4.80363,-0.0542874,0.19072,0.385099,-0.978152,7.43425,55.9265,0.262714
"346",-4.58805,0.127141,0.233939,0.297198,-1.32245,7.72731,1605.82,0.258118
"347",-4.79626,0.131343,0.424083,0.334065,-0.918273,7.6434,229.329,0.267081
"348",-4.75702,0.0263055,0.434811,0.380594,-1.01339,7.82227,56.2383,0.264932
"349",-4.79748,0.0181696,0.34923,0.398592,-0.961635,7.55961,116.561,0.27083
"350",-4.6725,0.0865025,0.184993,0.444499,-1.11076,7.44678,239.655,0.255652
"351",-4.96119,0.163913,0.210173,0.380582,-0.863612,7.10583,91.0553,0.241013
"352",-4.91011,0.280569,0.315307,0.271459,-0.8987,7.08058,308.773,0.251945
"353",-5.11885,0.285829,0.365389,0.39645,-0.789685,7.20891,120.34,0.255561
"354",-4.62165,0.196862,0.313248,0.357847,-1.19828,7.37674,327.046,0.259431
"355",-4.95836,0.268095,0.231691,0.451859,-0.838826,7.73405,806.775,0.281857
"356",-4.91035,0.0920818,0.278995,0.396126,-0.94773,7.20203,132.12,0.26261
"357",-5.12437,0.254303,0.26487,0.37404,-0.658307,7.20154,1865.8,0.266733
"358",-4.80323,0.239535,0.262152,0.434881,-1.05697,7.41193,53.6503,0.257648
"359",-4.70282,0.0475107,0.278072,0.440276,-1.06315,7.51248,111.47,0.261272
"360",-5.02261,0.171108,0.377095,0.387541,-0.919429,7.64162,75.1018,0.251457
"361",-5.02388,0.315539,0.291762,0.398842,-0.738332,7.76632,274.474,0.260461
"362",-5.12316,0.317992,0.28904,0.396463,-0.572322,7.33621,754.786,0.258277
"363",-4.77978,0.162002,0.358992,0.404068,-1.1244,7.27138,215.833,0.255743
"364",-4.89581,0.192119,0.323623,0.354327,-0.983908,7.57309,191.135,0.267131
"365",-5.00728,0.30108,0.188526,0.389907,-0.710685,7.66641,129.823,0.258641
"366",-4.67353,0.345531,0.239115,0.383847,-1.02296,7.0872,131.204,0.275708
"367",-4.91581,0.0402772,0.367763,0.440948,-0.851551,7.33638,6128.22,0.247505
"368",-4.8253,0.148255,0.301175,0.365753,-0.969157,7.9,246.958,0.256623
"369",-4.90544,0.387017,0.392223,0.316837,-0.951159,7.69704,1924.91,0.254954
"370",-4.81539,0.0952518,0.472319,0.414302,-0.964815,7.16722,685.763,0.281096
"371",-4.77552,0.405786,0.26745,0.413645,-1.07689,7.76901,826.039,0.255086
"372",-5.01426,0.248922,0.24004,0.35713,-0.823388,7.26087,291.775,0.244407
"373",-4.89903,0.18304,0.213559,0.278333,-0.842674,7.47389,91.7584,0.259465
"374",-4.76866,0.219576,0.300381,0.358769,-1.06354,7.56914,167.788,0.249987
"375",-4.65334,0.186975,0.324557,0.38215,-1.13692,7.47066,253.06,0.274771
"376",-4.88562,0.227235,0.320539,0.457074,-0.901871,7.17761,537.024,0.277173
"377",-4.97303,0.334081,0.271813,0.361917,-0.85659,7.77744,89.0704,0.249963
"378",-4.98146,0.17362,0.329415,0.446893,-0.843285,7.50165,147.66,0.271018
"379",-4.8428,-0.163378,0.373594,0.454614,-0.89109,7.41512,165.46,0.27695
"380",-4.56588,0.133593,0.249531,0.474071,-1.10798,7.60804,200.994,0.270014
"381",-4.76451,0.0611188,0.41061,0.388719,-0.992153,7.19246,398.023,0.249641
"382",-4.85415,0.297518,0.379525,0.395698,-1.05215,8.05393,55.6716,0.263427
"383",-5.12717,0.286942,0.400206,0.451306,-0.682976,7.00585,147.484,0.270283
"384",-4.79615,0.393312,0.29918,0.425976,-1.02598,7.58584,181.199,0.255317
"385",-4.84137,0.0947296,0.401036,0.330421,-1.10025,7.39219,988.323,0.28007
"386",-4.7687,0.13051,0.261891,0.440535,-0.983242,7.43105,158.628,0.263621
"387",-4.95711,0.208094,0.335425,0.273749,-0.821771,7.63757,496.098,0.274168
"388",-4.5102,0.0795464,0.312615,0.372656,-1.23005,7.47852,803.85,0.254709
"389",-4.92696,0.160199,0.395497,0.455577,-0.807187,7.79231,288.635,0.260934
"390",-4.66102,0.0175328,0.303868,0.462261,-1.10215,7.41767,304.36,0.281322
"391",-4.63487,0.0706336,0.371818,0.437069,-0.978374,7.51739,41.0912,0.254556
"392",-4.84379,0.107986,0.428835,0.429944,-0.769501,7.23366,779.021,0.26604
"393",-4.77113,0.0971604,0.258926,0.416793,-0.948914,7.23315,76.7638,0.259115
"394",-4.80939,0.256732,0.477419,0.299844,-0.948709,7.25924,417.061,0.266013
"395",-4.90571,0.259846,0.412179,0.397624,-0.744368,7.32501,190.98,0.249065
"396",-4.89419,0.318904,0.335982,0.421048,-0.991403,7.49607,53.4656,0.273068
"397",-5.25219,0.253513,0.190956,0.369646,-0.614318,7.57832,62.57,0.281899
"398",-4.47936,0.291047,0.448495,0.394823,-1.3568,6.97782,1236.13,0.260288
"399",-5.25972,0.323109,0.278928,0.335597,-0.546505,7.84563,137.312,0.256203
"400",-4.77609,0.224556,0.415848,0.370484,-1.09893,7.37735,793.849,0.265909
"401",-4.79412,0.282818,0.400354,0.30853,-1.05301,7.06966,219.427,0.248817
"402",-4.65653,0.122413,0.368561,0.45732,-1.01515,7.54234,124.698,0.258157
"403",-4.89539,0.306035,0.257343,0.43149,-0.894534,7.86969,72.3216,0.265663
"404",-5.13705,0.281214,0.292279,0.39345,-0.744685,7.71584,270.297,0.258781
"405",-4.92793,0.313772,0.402479,0.449067,-0.931466,7.37085,628.634,0.268487
"406",-4.88036,0.201231,0.231521,0.356051,-0.934302,7.46082,429.181,0.251221
"407",-4.94114,0.294414,0.385951,0.404815,-0.885903,7.66421,502.403,0.267557
"408",-4.94396,0.123582,0.255501,0.537479,-0.666564,7.4956,457.034,0.260133
"409",-4.98498,0.247955,0.356729,0.487678,-0.836394,7.65572,117.529,0.275162
"410",-4.79442,0.276407,0.33565,0.412888,-1.12176,7.13513,188.38,0.276629
"411",-4.69836,0.134207,0.273002,0.327399,-1.15351,7.76311,278.749,0.256821
"412",-4.97597,0.0991414,0.266002,0.519088,-0.815813,7.36478,585.87,0.273359
"413",-5.01312,0.42864,0.369644,0.382997,-0.796123,7.74108,493.412,0.29312
"414",-4.68657,0.0396388,0.401711,0.489505,-1.18405,7.52242,69.0367,0.26016
"415",-5.06927,0.238478,0.125204,0.487842,-0.609029,7.59246,123.647,0.261848
"416",-4.75138,0.434113,0.279949,0.34748,-1.11186,7.59837,168.081,0.2773
"417",-4.93342,0.35569,0.16678,0.446581,-0.83111,7.36361,125.849,0.266912
"418",-5.12127,0.562441,0.193411,0.460687,-0.69031,7.24243,449.802,0.278339
"419",-4.97351,0.0130607,0.423669,0.408472,-0.942195,7.21028,165.65,0.267993
"420",-4.9301,0.00999066,0.36564,0.338603,-0.87517,7.1119,572.533,0.254503
"421",-4.54748,0.171864,0.317958,0.468056,-1.23182,7.65819,180.798,0.272092
"422",-4.9961,0.369755,0.318771,0.387037,-0.871529,7.33753,159.039,0.257044
"423",-4.97276,0.115451,0.246156,0.479565,-0.765883,7.61758,576.029,0.288328
"424",-4.73412,0.168309,0.332199,0.439687,-0.997727,8.15296,72.3349,0.269098
"425",-4.95518,0.170773,0.311598,0.445128,-0.7199,7.69891,191.442,0.251529
"426",-5.00676,0.24278,0.352931,0.359068,-0.832624,7.43665,218.483,0.2796
"427",-4.83066,0.249171,0.429459,0.366353,-0.964422,7.22909,88.6299,0.248629
"428",-4.85132,0.132317,0.287083,0.545537,-0.769719,7.29215,218.54,0.267616
"429",-5.02265,0.238511,0.307487,0.404646,-0.954033,7.15309,174.18,0.254668
"430",-4.806,0.122971,0.270416,0.412328,-0.932244,7.83782,98.0503,0.259875
"431",-4.65849,0.226739,0.373718,0.312023,-1.13604,7.60877,1159.65,0.24999
"432",-4.54798,0.250221,0.258471,0.496048,-1.25221,7.06034,74.6483,0.294584
"433",-4.58029,0.0435441,0.278314,0.404562,-1.17562,7.08391,222.373,0.2864
"434",-4.78118,0.0309367,0.336471,0.449923,-1.00995,7.00177,184.104,0.2758
"435",-4.92789,0.302612,0.308265,0.305618,-0.852774,7.34387,195.057,0.267681
"436",-5.01763,0.232885,0.197174,0.403725,-0.750328,7.45589,56.3878,0.264897
"437",-5.06259,0.36218,0.319175,0.338783,-0.609632,7.47682,77.3794,0.264752
"438",-4.83011,0.0994312,0.41978,0.509719,-0.801398,7.36625,1128.11,0.258908
"439",-4.92592,0.463939,0.340788,0.452816,-0.874588,7.57983,236.348,0.264577
"440",-4.96447,0.288963,0.329441,0.430236,-0.99926,7.82013,521.339,0.259305
"441",-4.84424,0.28782,0.452734,0.403676,-1.0232,7.86539,692.338,0.264616
"442",-5.0861,0.326576,0.463288,0.426721,-0.629382,7.55624,154.693,0.253818
"443",-4.73716,0.156631,0.258613,0.40319,-1.072,7.72841,413.021,0.257389
"444",-4.67854,0.152379,0.281126,0.403628,-1.18209,7.31291,103.585,0.271933
"445",-4.64243,0.247255,0.340495,0.448569,-1.23237,7.50946,87.2631,0.262921
"446",-4.91686,0.280203,0.323376,0.372067,-1.01667,7.31666,196.49,0.274723
"447",-4.6639,0.33474,0.338571,0.394263,-1.19876,7.46265,129.698,0.246737
"448",-4.64505,0.176843,0.194115,0.450694,-1.0479,6.92704,152.049,0.264328
"449",-5.28729,0.398567,0.246243,0.427696,-0.629562,7.6365,60.3596,0.264106
"450",-4.75917,0.0956642,0.243409,0.331342,-1.04743,7.10743,96.8147,0.254757
"451",-5.00886,0.277943,0.232162,0.457738,-0.76945,7.24006,86.6752,0.268836
"452",-4.73059,0.147952,0.389786,0.433305,-1.07977,7.31064,140.563,0.268066
"453",-4.70917,0.288542,0.218025,0.368227,-1.27933,7.51429,135.192,0.269122
"454",-4.91135,0.0830626,0.348356,0.411413,-0.849529,7.23939,89.4711,0.259914
"455",-5.21245,0.465548,0.331388,0.362512,-0.761314,7.39069,97.2802,0.256519
"456",-5.01382,0.380976,0.26713,0.407619,-0.794123,7.42335,56.4495,0.26599
"457",-4.89002,0.102959,0.382359,0.413285,-0.967041,7.60813,145.911,0.280688
"458",-4.85344,0.306974,0.345813,0.404453,-1.05412,7.77089,107.001,0.253221
"459",-5.02071,0.341695,0.347663,0.337244,-0.854007,7.58582,666.793,0.245968
"460",-4.85729,0.204681,0.282546,0.427499,-0.971512,7.24908,63.0952,0.261335
"461",-4.97409,0.124653,0.429933,0.368429,-0.771363,7.54015,2040.75,0.267101
"462",-4.65804,0.291636,0.448883,0.43316,-1.16187,7.52498,546.652,0.255528
"463",-4.80386,0.207843,0.396973,0.371895,-0.975862,7.54798,136.808,0.267141
"464",-4.75293,0.14446,0.388504,0.378132,-1.06926,7.70256,2039.63,0.265828
"465",-4.91573,0.165971,0.353144,0.417613,-0.964026,7.4644,3235.09,0.275735
"466",-5.00349,0.21927,0.380198,0.362629,-0.86545,7.28786,78.9178,0.265313
"467",-4.98175,0.252786,0.391004,0.350456,-0.870053,7.63019,350.966,0.282171
"468",-4.81203,0.0977068,0.469932,0.402067,-1.06633,7.55563,94.7777,0.276133
"469",-4.74517,0.295459,0.220495,0.455085,-0.969697,7.59781,329.394,0.2787
"470",-5.06605,0.363985,0.235223,0.367676,-0.793451,7.65535,118.965,0.288959
"471",-4.5352,0.128659,0.522276,0.410836,-1.23841,7.67179,2673.94,0.28192
"472",-4.79307,0.051604,0.262228,0.502235,-1.02592,7.2285,182.978,0.260159
"473",-5.23352,0.297491,0.286035,0.432299,-0.461646,7.45024,312.342,0.267077
"474",-4.61542,0.335281,0.347745,0.350031,-1.11431,7.5372,75.0169,0.259896
"475",-4.8202,0.105595,0.406211,0.358676,-1.07483,7.73935,527.083,0.269577
"476",-4.93585,0.272911,0.327822,0.395929,-0.771124,7.34566,113.054,0.245655
"477",-4.84039,0.225339,0.337368,0.488976,-1.04865,7.69051,605.474,0.281961
"478",-4.83844,0.275705,0.149197,0.440188,-0.946286,8.06763,872.402,0.276409
"479",-4.62219,0.0729499,0.372858,0.437606,-1.11164,7.62942,1351.13,0.241116
"480",-4.76522,0.270163,0.346275,0.441367,-1.19344,7.13872,336.566,0.290201
"481",-5.07912,0.42199,0.259301,0.387614,-0.671905,7.68227,95.8108,0.25796
"482",-4.86137,0.364093,0.442177,0.439093,-0.850061,7.09765,515.06,0.24824
"483",-4.77596,0.329415,0.483672,0.304086,-1.06499,7.78104,166.887,0.295419
"484",-4.85528,0.154002,0.419663,0.424755,-0.933379,7.45199,83.2157,0.272803
"485",-5.18622,0.413395,0.320017,0.32927,-0.683392,7.55059,83.4153,0.250679
"486",-4.82296,0.389338,0.267205,0.364932,-1.01579,7.73693,65.2923,0.279284
"487",-4.70787,0.093437,0.330587,0.382806,-0.983059,7.73344,761.275,0.273313
"488",-5.05862,0.480272,0.301492,0.431641,-0.810474,7.00298,115.064,0.273541
"489",-4.67439,0.0829382,0.0859307,0.408802,-1.0329,7.37185,800.416,0.251183
"490",-4.62683,0.342503,0.331134,0.439484,-1.27999,7.27416,297.017,0.286874
"491",-4.87639,0.116595,0.392696,0.388187,-1.08417,7.31586,499.072,0.248708
"492",-5.13516,0.204515,0.249406,0.407642,-0.520224,7.54092,806.41,0.249692
"493",-4.99244,0.339027,0.411187,0.395179,-0.855459,7.14874,1652.88,0.267367
"494",-4.9827,0.294326,0.193221,0.403508,-1.00067,7.17669,806.06,0.280264
"495",-4.55967,0.155645,0.225521,0.446172,-1.15841,7.00683,101.073,0.26223
"496",-5.039,0.194048,0.347443,0.32411,-0.60599,7.48421,564.793,0.267862
"497",-4.81199,0.189609,0.257278,0.422045,-0.89046,7.17359,322.906,0.267925
"498",-4.98215,0.379163,0.395393,0.397556,-0.696285,7.09158,73.1434,0.267158
"499",-5.1362,0.350616,0.334869,0.480144,-0.658112,7.40913,155.812,0.282504
"500",-5.03752,0.166612,0.229095,0.449769,-0.713473,7.80986,1028.62,0.260732
"501",-4.80699,0.164557,0.338067,0.391522,-0.841607,7.27657,1104.11,0.258289
"502",-4.89604,0.218041,0.304875,0.305875,-0.902827,7.07285,115.357,0.266447
"503",-5.12789,0.440667,0.346383,0.387034,-0.627349,7.50909,2044.96,0.278515
"504",-4.87562,0.20353,0.436122,0.328459,-1.00809,7.58195,313.15,0.269106
"505",-4.92897,0.22255,0.2629,0.365181,-0.857748,7.46273,141.983,0.262696
"506",-5.1919,0.453058,0.452897,0.366948,-0.735169,7.5886,235.923,0.260759
"507",-4.97598,0.198052,0.33874,0.354977,-0.807133,7.96635,112.293,0.258854
"508",-4.96872,0.323677,0.424604,0.315331,-0.738306,7.59151,87.0262,0.27255
"509",-5.12182,0.221705,0.200379,0.379666,-0.707397,7.47357,1686.8,0.25947
"510",-4.85858,0.185392,0.390703,0.301682,-0.989361,7.58089,669.656,0.265266
"511",-5.0468,0.210766,0.277338,0.425977,-0.794838,7.05038,100.873,0.271238
"512",-4.77415,0.339023,0.238827,0.335818,-1.03197,7.07222,90.8104,0.246321
"513",-5.05403,0.331419,0.321233,0.341244,-0.686094,7.55006,3008.49,0.276594
"514",-4.80309,0.349459,0.34376,0.537563,-0.91584,7.55177,108.746,0.252242
"515",-5.12324,0.299459,0.344228,0.401652,-0.762932,7.77559,95.4522,0.265808
"516",-5.00111,0.425252,0.428915,0.380751,-0.78753,7.31718,166.342,0.283821
"517",-4.76174,-0.0340865,0.204683,0.366407,-0.885379,8.01169,488.337,0.267961
"518",-4.98603,0.175756,0.357082,0.393384,-0.867169,7.30032,90.4148,0.283794
"519",-4.92593,0.249691,0.455344,0.379335,-0.811921,7.66019,241.404,0.257546
"520",-5.01001,0.272594,0.429375,0.369521,-0.628789,7.71448,508.347,0.264522
"521",-4.82754,0.290667,0.304023,0.386957,-1.16814,7.56869,145.531,0.269171
"522",-4.91333,0.210611,0.317366,0.476743,-0.888095,7.85161,60.7387,0.266056
"523",-4.68124,0.236302,0.241762,0.455277,-1.00126,7.02103,165.934,0.266811
"524",-4.77824,0.0855718,0.204615,0.445974,-0.985088,7.51939,152.405,0.278376
"525",-4.95145,0.110578,0.353548,0.378441,-0.803106,7.39243,668.186,0.268998
"526",-5.02137,0.349155,0.394927,0.419645,-0.880421,7.53176,260.74,0.263293
"527",-4.99783,0.391787,0.259292,0.36864,-0.81206,7.66018,61.1545,0.264322
"528",-5.16637,0.218542,0.165592,0.406117,-0.610485,7.50944,120.054,0.257029
"529",-4.42786,0.139298,0.315544,0.382042,-1.37451,7.2985,179.423,0.269691
"530",-4.97332,0.370172,0.254499,0.33389,-0.786692,7.2251,648.625,0.25841
"531",-4.74934,0.336401,0.37149,0.326149,-0.934709,7.32755,102.84,0.281166
"532",-4.7536,0.134499,0.366883,0.441155,-0.902475,7.2895,126.231,0.274541
"533",-4.93174,0.0433028,0.331226,0.398207,-0.912651,7.60515,188.397,0.272781
"534",-4.99136,0.164686,0.349851,0.348292,-0.889345,7.26121,226.458,0.263463
"535",-4.50084,0.00511653,0.440815,0.328715,-1.30952,7.5275,449.074,0.254066
"536",-4.8915,0.348358,0.505346,0.4294,-0.884376,7.7506,48.8977,0.254907
"537",-5.02713,0.185073,0.382526,0.356551,-0.766771,8.01369,115.755,0.272337
"538",-5.15679,0.340722,0.248955,0.42129,-0.652342,7.80454,1832.02,0.266569
"539",-4.61998,-0.000756547,0.201599,0.429445,-1.08938,7.39314,188.157,0.264648
"540",-5.00793,0.277756,0.24384,0.408458,-0.741384,7.65021,2727.99,0.278054
"541",-4.85289,0.288622,0.234687,0.396783,-1.04794,8.09838,400.093,0.279598
"542",-5.2068,0.343331,0.387992,0.418728,-0.594199,7.46871,722.563,0.253912
"543",-4.91105,0.222461,0.301325,0.390708,-1.00532,7.08446,76.2677,0.246532
"544",-4.96723,0.292097,0.489733,0.369917,-0.702999,7.32521,62.9433,0.257223
"545",-4.91627,0.181443,0.360136,0.372545,-0.94091,7.96389,686.882,0.258116
"546",-4.77018,0.182256,0.343697,0.465912,-0.861872,7.09619,100.874,0.258518
"547",-5.03646,0.311454,0.317759,0.392706,-0.767736,7.19734,200.561,0.260801
"548",-5.06402,0.221608,0.336433,0.410655,-0.639222,7.31122,492.399,0.265997
"549",-5.10119,0.214049,0.300091,0.402892,-0.782787,7.92345,712.918,0.268577
"550",-5.0617,0.376408,0.192657,0.401631,-0.710168,6.92282,228.064,0.263811
"551",-4.80416,0.155943,0.443206,0.380945,-0.93666,7.38577,379.994,0.251872
"552",-4.67757,0.126158,0.370952,0.413828,-1.1457,7.509,154.817,0.274477
"553",-4.9169,0.157102,0.480743,0.384487,-0.935098,7.07694,105.355,0.240316
"554",-4.96851,0.249769,0.354762,0.434494,-0.968445,7.54769,126.966,0.254206
"555",-4.96076,0.210394,0.280439,0.463206,-0.835764,7.83103,163.547,0.263165
"556",-4.72919,0.341747,0.376462,0.372364,-1.11702,7.4672,129.293,0.271585
"557",-5.30572,0.326605,0.356037,0.33636,-0.520241,7.5165,116.709,0.256427
"558",-4.82621,0.124884,0.439716,0.384369,-0.951115,7.4887,205.374,0.252897
"559",-4.95033,0.325501,0.491725,0.410398,-0.868476,7.56426,127.84,0.274331
"560",-4.81776,0.113307,0.325358,0.349975,-1.03747,7.70913,916.144,0.275025
"561",-4.86306,0.251683,0.253993,0.323361,-1.0432,7.36223,93.339,0.259272
"562",-4.82553,0.192679,0.298514,0.503691,-0.884342,7.56779,56.4467,0.260581
"563",-5.2772,0.352837,0.350895,0.391452,-0.54188,7.86637,118.805,0.25806
"564",-4.96966,0.416547,0.290591,0.455557,-0.955595,7.56803,208.024,0.255955
"565",-5.06494,0.312007,0.317501,0.533322,-0.701712,7.9549,58.9227,0.246879
"566",-5.09353,0.220151,0.367134,0.270363,-0.777416,7.75686,119.73,0.273858
"567",-5.00239,0.218291,0.311537,0.453091,-0.870689,7.94798,49.3606,0.259742
"568",-5.11874,0.24869,0.354647,0.331184,-0.739186,7.7027,2828.54,0.251738
"569",-5.25399,0.292782,0.28303,0.431513,-0.544207,7.91187,463.81,0.266005
"570",-5.10719,0.363871,0.320302,0.445139,-0.727606,7.27405,124.452,0.265565
"571",-5.00903,0.194319,0.330934,0.353277,-0.769638,7.61609,1865.07,0.264282
"572",-4.97258,0.341979,0.366692,0.438384,-0.99272,7.80278,188.777,0.270769
"573",-4.9764,0.372854,0.431682,0.332433,-0.931877,7.25147,211.91,0.277477
"574",-4.77167,0.101662,0.339927,0.441754,-1.04199,7.17702,3427.59,0.252427
"575",-4.77323,0.297317,0.442917,0.318248,-1.00708,7.56541,75.8604,0.260924
"576",-4.84976,0.251555,0.210865,0.429552,-0.936974,7.86388,1833.34,0.260529
"577",-4.61108,0.247638,0.289791,0.383993,-1.18427,7.60245,240.281,0.275471
"578",-4.87644,0.173412,0.327555,0.3983,-0.889122,7.34677,368.497,0.261856
"579",-4.8747,0.336509,0.383008,0.40732,-0.964805,7.54759,85.2456,0.297214
"580",-5.18178,0.421262,0.169742,0.508242,-0.651821,7.13997,995.862,0.264221
"581",-5.01727,0.145573,0.236869,0.474854,-0.676645,6.98596,100.36,0.249682
"582",-5.16013,0.346395,0.291501,0.470843,-0.65181,7.52049,121.479,0.262271
"583",-4.72734,0.0954661,0.409662,0.417284,-1.07208,7.35514,88.9614,0.267317
"584",-4.94631,0.253874,0.441458,0.489923,-0.858669,7.4139,164.259,0.248154
"585",-5.16266,0.294444,0.348014,0.453303,-0.721806,7.58806,278.398,0.282243
"586",-4.62285,0.0904642,0.397072,0.450542,-1.22439,7.56913,338.961,0.267418
"587",-5.02763,0.104706,0.301062,0.366937,-0.604466,7.28651,48.8793,0.257159
"588",-4.70706,0.110658,0.341946,0.33397,-1.06222,7.11511,248.058,0.25536
"589",-4.80414,0.279977,0.23472,0.403118,-1.177,7.13775,976.353,0.273319
"590",-4.87774,0.319917,0.359947,0.469146,-0.871703,7.65297,137.507,0.251671
"591",-4.71892,0.192748,0.427278,0.425036,-1.05495,7.107,92.6432,0.265199
"592",-4.77192,0.113147,0.38677,0.396839,-1.10361,7.15515,2770.95,0.275924
"593",-4.84725,0.16869,0.355916,0.488288,-0.895044,7.67011,102.512,0.248378
"594",-4.9484,0.198643,0.262826,0.466722,-0.775426,7.34064,455.27,0.279932
"595",-5.23055,0.258167,0.223514,0.376832,-0.543984,7.60675,205.324,0.263069
"596",-4.96548,0.32207,0.365059,0.375176,-0.801663,7.26901,86.4755,0.274732
"597",-4.88266,0.141563,0.252542,0.412377,-1.13868,7.52048,56.1441,0.261875
"598",-4.76268,0.0603683,0.278769,0.32841,-1.17418,7.83259,113.466,0.273575
"599",-5.16749,0.335077,0.425862,0.432329,-0.659549,7.68388,132.678,0.268054
"600",-4.67388,0.0495051,0.332496,0.441041,-1.08494,7.15917,194.583,0.259843
"601",-4.70962,0.031857,0.312861,0.487397,-0.904203,7.45496,83.337,0.252738
"602",-4.87527,0.184163,0.421336,0.428275,-0.749318,7.36293,363.77,0.268915
"603",-4.7121,0.0671988,0.375854,0.35626,-0.923552,7.50355,236.398,0.275414
"604",-4.88466,0.222607,0.342297,0.4549,-0.878333,7.34043,156.163,0.250125
"605",-5.07353,0.171148,0.324594,0.381147,-0.694823,7.77472,326.585,0.252196
"606",-4.78291,0.0878192,0.438497,0.397027,-0.987163,7.50453,94.7746,0.243808
"607",-4.70004,0.154328,0.315736,0.438938,-1.03083,7.67001,384.274,0.263389
"608",-4.91014,0.111629,0.294851,0.418982,-0.825348,7.79968,629.137,0.267525
"609",-4.766,0.183742,0.209728,0.415462,-1.0682,7.04958,113.402,0.26469
"610",-4.96206,0.169798,0.305192,0.379419,-0.882866,7.70211,340.297,0.266674
"611",-5.06565,0.298226,0.336739,0.336483,-0.593061,7.63208,215.713,0.268671
"612",-5.21993,0.532789,0.243297,0.337084,-0.716655,7.63062,18214.7,0.29053
"613",-4.9842,0.293709,0.349766,0.400606,-1.01328,7.60937,657.923,0.259159
"614",-5.21579,0.435938,0.329615,0.416296,-0.63803,7.5784,307.202,0.271612
"615",-5.08531,0.184309,0.189338,0.563565,-0.733109,7.65317,113.951,0.263766
"616",-4.83311,0.242594,0.243706,0.342243,-0.911757,7.60278,113.053,0.277625
"617",-4.81775,0.272961,0.545301,0.404061,-1.07833,7.62726,84.6841,0.283462
"618",-5.11926,0.126945,0.355633,0.463422,-0.605962,7.41129,61.9992,0.257561
"619",-4.83065,0.212943,0.239196,0.327948,-1.05272,7.85268,110.418,0.244475
"620",-4.89301,0.106069,0.191785,0.419434,-0.840322,7.91914,225.1,0.266605
"621",-5.12945,0.279836,0.276773,0.457027,-0.732694,7.30459,126.003,0.260742
"622",-4.93961,0.394673,0.286397,0.306916,-0.900666,7.40609,95.4479,0.282074
"623",-4.73085,0.266809,0.4001,0.320321,-1.06228,7.70732,210.453,0.253465
"624",-4.8496,0.0723717,0.345078,0.434626,-0.953344,7.36415,265.748,0.261828
"625",-5.01365,0.243069,0.371769,0.393119,-0.833889,7.27838,129.88,0.25739
"626",-4.63738,0.144374,0.364457,0.35127,-1.3108,7.45749,160.282,0.26384
"627",-4.74362,0.150602,0.441771,0.336541,-1.09592,7.59714,475.706,0.258705
"628",-4.66254,0.00332071,0.285775,0.453581,-1.09661,7.27745,249.896,0.278029
